printable_id,route,prose_summary,missing_verified_fields,unapproved_candidates,review_reason
chibi__chibi-holiday-halloween-crow-sitting-on-fence-post-coloring-page__975b8f919b,/printables/chibi/chibi-holiday-halloween-crow-sitting-on-fence-post-975b8f919b,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-cute-halloween-ghost-cat-bat-friends-coloring-pa__1cc339c68a,/printables/animals/chibi-holiday-halloween-cute-halloween-ghost-cat-bat-friends-1cc339c68a,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-cute-kawaii-halloween-characters-coloring-page__7d69f90252,/printables/chibi/chibi-holiday-halloween-cute-kawaii-halloween-characters-7d69f90252,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-dracula-flying-as-bat-over-castle-coloring-page__16b1ef94ce,/printables/bats/chibi-holiday-halloween-dracula-flying-as-bat-over-castle-16b1ef94ce,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-dracula-in-coffin-with-bats-coloring-page__145ac201f0,/printables/bats/chibi-holiday-halloween-dracula-in-coffin-with-bats-145ac201f0,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-foggy-swamp-with-creepy-trees-coloring-page__2dd26b010c,/printables/chibi/chibi-holiday-halloween-foggy-swamp-with-creepy-trees-2dd26b010c,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-frankenstein-and-bride-standing-together-colorin__7af91016f5,/printables/chibi/chibi-holiday-halloween-frankenstein-and-bride-standing-together-7af91016f5,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-frankenstein-monster-smiling-coloring-page__a39841457f,/printables/chibi/chibi-holiday-halloween-frankenstein-monster-smiling-a39841457f,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-ghost-family-coloring-page__f4a78ca0e4,/printables/chibi/chibi-holiday-halloween-ghost-family-f4a78ca0e4,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-ghost-family-with-smiling-faces-coloring-page__fc38fdeb9d,/printables/chibi/chibi-holiday-halloween-ghost-family-with-smiling-faces-fc38fdeb9d,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-ghost-floating-above-graveyard-coloring-page__1dcafd9556,/printables/chibi/chibi-holiday-halloween-ghost-floating-above-graveyard-1dcafd9556,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-ghost-floating-in-haunted-hallway-coloring-page__2ecd4724a1,/printables/chibi/chibi-holiday-halloween-ghost-floating-in-haunted-hallway-2ecd4724a1,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-ghost-peeking-behind-tombstone-coloring-page__c136970593,/printables/chibi/chibi-holiday-halloween-ghost-peeking-behind-tombstone-c136970593,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-ghost-peeking-from-pumpkin-coloring-page__55ab382228,/printables/chibi/chibi-holiday-halloween-ghost-peeking-from-pumpkin-55ab382228,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-ghost-riding-on-broom-with-witch-coloring-page__f62927f988,/printables/chibi/chibi-holiday-halloween-ghost-riding-on-broom-with-witch-f62927f988,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-ghostly-train-passing-through-tunnel-coloring-pa__e62e0a874f,/printables/chibi/chibi-holiday-halloween-ghostly-train-passing-through-tunnel-e62e0a874f,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-ghosts-holding-hands-in-circle-coloring-page__9aa47c8b6a,/printables/chibi/chibi-holiday-halloween-ghosts-holding-hands-in-circle-9aa47c8b6a,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-giant-spider-crawling-on-wall-coloring-page__990dc9d87f,/printables/animals/chibi-holiday-halloween-giant-spider-crawling-on-wall-990dc9d87f,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-graveyard-with-bats-and-foggy-moonlight-coloring__b293cf953e,/printables/bats/chibi-holiday-halloween-graveyard-with-bats-and-foggy-moonlight-b293cf953e,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-graveyard-with-creepy-crows-coloring-page__c64f2d6601,/printables/chibi/chibi-holiday-halloween-graveyard-with-creepy-crows-c64f2d6601,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-graveyard-with-creepy-crows-on-crosses-coloring-__2f0f3d2c2f,/printables/chibi/chibi-holiday-halloween-graveyard-with-creepy-crows-on-crosses-2f0f3d2c2f,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-halloween-carnival-with-games-and-booths-colorin__a2a741e801,/printables/chibi/chibi-holiday-halloween-carnival-with-games-and-booths-a2a741e801,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-halloween-garland-and-decorated-door-coloring-pa__21641bdc41,/printables/chibi/chibi-holiday-halloween-garland-and-decorated-door-21641bdc41,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-halloween-market-stall-with-pumpkins-coloring-pa__31885be148,/printables/chibi/chibi-holiday-halloween-market-stall-with-pumpkins-31885be148,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-halloween-maze-with-cornfield-paths-coloring-pag__1a71fa21e1,/printables/chibi/chibi-holiday-halloween-maze-with-cornfield-paths-1a71fa21e1,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-halloween-parade-with-children-in-costumes-color__10288dab01,/printables/chibi/chibi-holiday-halloween-parade-with-children-in-costumes-10288dab01,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-halloween-party-with-balloons-and-streamers-colo__3c16bfa9fb,/printables/chibi/chibi-holiday-halloween-party-with-balloons-and-streamers-3c16bfa9fb,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-happy-pumpkin-patch-scene-coloring-page__fa503c2b9a,/printables/chibi/chibi-holiday-halloween-happy-pumpkin-patch-scene-fa503c2b9a,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-harvest-scene-with-hay-bales-and-crows-coloring-__f63a303b4e,/printables/chibi/chibi-holiday-halloween-harvest-scene-with-hay-bales-and-crows-f63a303b4e,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-haunted-house-coloring-page__c0eae7d121,/printables/buildings/chibi-holiday-halloween-haunted-house-c0eae7d121,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-haunted-house-on-hill-coloring-page__c7aba2cae1,/printables/buildings/chibi-holiday-halloween-haunted-house-on-hill-c7aba2cae1,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-haunted-house-on-hill-under-full-moon-coloring-p__6de4b2a74b,/printables/buildings/chibi-holiday-halloween-haunted-house-on-hill-under-full-moon-6de4b2a74b,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-haunted-house-on-stilts-in-swamp-coloring-page__362fdd250c,/printables/buildings/chibi-holiday-halloween-haunted-house-on-stilts-in-swamp-362fdd250c,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-haunted-house-with-bats-flying-around-coloring-p__1cb79db677,/printables/bats/chibi-holiday-halloween-haunted-house-with-bats-flying-around-1cb79db677,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-haunted-house-with-broken-fence-coloring-page__c23ca248b8,/printables/buildings/chibi-holiday-halloween-haunted-house-with-broken-fence-c23ca248b8,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-haunted-mansion-with-creaky-gate-coloring-page__a27ab1a344,/printables/chibi/chibi-holiday-halloween-haunted-mansion-with-creaky-gate-a27ab1a344,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-haunted-mansion-with-lantern-lit-path-coloring-p__e05357e953,/printables/chibi/chibi-holiday-halloween-haunted-mansion-with-lantern-lit-path-e05357e953,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-jack-o-lantern-faces-variety-coloring-page__0e546b82e0,/printables/chibi/chibi-holiday-halloween-jack-o-lantern-faces-variety-0e546b82e0,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-jack-o-lantern-glowing-in-window-coloring-page__915e33dd1c,/printables/chibi/chibi-holiday-halloween-jack-o-lantern-glowing-in-window-915e33dd1c,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-jack-o-lantern-lined-front-porch-coloring-page__1b72f4cc2e,/printables/chibi/chibi-holiday-halloween-jack-o-lantern-lined-front-porch-1b72f4cc2e,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-jack-o-lantern-stack-of-three-pumpkins-coloring-__a26d735941,/printables/chibi/chibi-holiday-halloween-jack-o-lantern-stack-of-three-pumpkins-a26d735941,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-mummy-running-away-from-black-cat-coloring-page__3d6746f90b,/printables/animals/chibi-holiday-halloween-mummy-running-away-from-black-cat-3d6746f90b,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-mummy-walking-with-bandages-loose-coloring-page__3d7b5dcceb,/printables/chibi/chibi-holiday-halloween-mummy-walking-with-bandages-loose-3d7b5dcceb,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-pirate-treasure-coloring-page__67a78d4043,/printables/chibi/chibi-holiday-halloween-pirate-treasure-67a78d4043,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-pumpkin-carving-party-coloring-page__eb38dfff5d,/printables/chibi/chibi-holiday-halloween-pumpkin-carving-party-eb38dfff5d,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-pumpkin-patch-with-cornstalks-and-scarecrow-colo__d7adf41e8e,/printables/chibi/chibi-holiday-halloween-pumpkin-patch-with-cornstalks-and-scarecrow-d7adf41e8e,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-pumpkin-patch-with-crows-flying-over-coloring-pa__91ce03c1b2,/printables/chibi/chibi-holiday-halloween-pumpkin-patch-with-crows-flying-over-91ce03c1b2,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-pumpkin-patch-with-family-picking-pumpkins-color__01c2f0ce30,/printables/chibi/chibi-holiday-halloween-pumpkin-patch-with-family-picking-pumpkins-01c2f0ce30,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-pumpkin-pie-and-spice-decor-scene-coloring-page__7d3c695c2b,/printables/chibi/chibi-holiday-halloween-pumpkin-pie-and-spice-decor-scene-7d3c695c2b,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-scarecrow-guarding-pumpkin-field-coloring-page__e97953d8aa,/printables/chibi/chibi-holiday-halloween-scarecrow-guarding-pumpkin-field-e97953d8aa,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-skeleton-band-playing-in-graveyard-coloring-page__beeabe84e8,/printables/chibi/chibi-holiday-halloween-skeleton-band-playing-in-graveyard-beeabe84e8,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-skeleton-dancing-with-top-hat-coloring-page__3ddcbf334e,/printables/chibi/chibi-holiday-halloween-skeleton-dancing-with-top-hat-3ddcbf334e,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-skeleton-riding-bicycle-through-town-coloring-pa__d08afbfad3,/printables/chibi/chibi-holiday-halloween-skeleton-riding-bicycle-through-town-d08afbfad3,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-skeleton-sitting-on-bench-in-park-coloring-page__861748f12e,/printables/chibi/chibi-holiday-halloween-skeleton-sitting-on-bench-in-park-861748f12e,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-spooky-forest-path-with-glowing-eyes-coloring-pa__5063003da3,/printables/chibi/chibi-holiday-halloween-spooky-forest-path-with-glowing-eyes-5063003da3,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
