printable_id,route,prose_summary,missing_verified_fields,unapproved_candidates,review_reason
mandala-geometry-patterns__mandala-geometry-patterns-japan-sapporo-snow-festival__53b0113d63,/printables/detailed-for-adults/mandala-geometry-patterns-japan-sapporo-snow-festival-53b0113d63,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-sensu-folding-fan__a380c063d3,/printables/detailed-for-adults/mandala-geometry-patterns-japan-sensu-folding-fan-a380c063d3,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-shamisen-musical-instrument__264c8c8c92,/printables/detailed-for-adults/mandala-geometry-patterns-japan-shamisen-musical-instrument-264c8c8c92,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-shinkansen-bullet-train__e666274bbd,/printables/detailed-for-adults/mandala-geometry-patterns-japan-shinkansen-bullet-train-e666274bbd,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-shinkansen-bullet-train-mountain-scene__854e435577,/printables/detailed-for-adults/mandala-geometry-patterns-japan-shinkansen-bullet-train-mountain-scene-854e435577,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-shinto-shrine__d0308d17d6,/printables/detailed-for-adults/mandala-geometry-patterns-japan-shinto-shrine-d0308d17d6,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-shoji-paper-doors__7cdffb393b,/printables/detailed-for-adults/mandala-geometry-patterns-japan-shoji-paper-doors-7cdffb393b,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-snow-monkeys-in-onsen__02e5a60637,/printables/detailed-for-adults/mandala-geometry-patterns-japan-snow-monkeys-in-onsen-02e5a60637,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-spring-blossoms-by-river__5f93c0adb8,/printables/detailed-for-adults/mandala-geometry-patterns-japan-spring-blossoms-by-river-5f93c0adb8,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-stone-lantern-in-garden__952849097e,/printables/detailed-for-adults/mandala-geometry-patterns-japan-stone-lantern-in-garden-952849097e,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-summer-festival-fireworks__3337d33d89,/printables/detailed-for-adults/mandala-geometry-patterns-japan-summer-festival-fireworks-3337d33d89,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-sumo-wrestlers__6cfed0e897,/printables/detailed-for-adults/mandala-geometry-patterns-japan-sumo-wrestlers-6cfed0e897,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-sushi-chef__716b074cb7,/printables/detailed-for-adults/mandala-geometry-patterns-japan-sushi-chef-716b074cb7,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-taiko-drummer__1f221f0533,/printables/detailed-for-adults/mandala-geometry-patterns-japan-taiko-drummer-1f221f0533,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-takoyaki-octopus-snack__4365fa012f,/printables/animals/mandala-geometry-patterns-japan-takoyaki-octopus-snack-4365fa012f,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-takoyaki-snack__10b7a9eb2e,/printables/detailed-for-adults/mandala-geometry-patterns-japan-takoyaki-snack-10b7a9eb2e,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-tanabata-star-festival__b8fb98d4bf,/printables/detailed-for-adults/mandala-geometry-patterns-japan-tanabata-star-festival-b8fb98d4bf,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-teapot-and-teacups__390400a05d,/printables/detailed-for-adults/mandala-geometry-patterns-japan-teapot-and-teacups-390400a05d,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-tempura-platter__55f2097d57,/printables/detailed-for-adults/mandala-geometry-patterns-japan-tempura-platter-55f2097d57,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-tokyo-skytree__d7e35021a0,/printables/detailed-for-adults/mandala-geometry-patterns-japan-tokyo-skytree-d7e35021a0,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-tokyo-tower__9fc300e8a6,/printables/detailed-for-adults/mandala-geometry-patterns-japan-tokyo-tower-9fc300e8a6,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-torii-gate__8261f939f3,/printables/detailed-for-adults/mandala-geometry-patterns-japan-torii-gate-8261f939f3,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-torii-gate-at-sunset__f0bdc5e14e,/printables/detailed-for-adults/mandala-geometry-patterns-japan-torii-gate-at-sunset-f0bdc5e14e,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-torii-gate-mandala-mascot__5f97b548ef,/printables/detailed-for-adults/mandala-geometry-patterns-japan-torii-gate-mandala-mascot-5f97b548ef,present,primary_subject|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-traditional-fan__13a79d24ce,/printables/detailed-for-adults/mandala-geometry-patterns-japan-traditional-fan-13a79d24ce,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-traditional-house__5903ae39c2,/printables/buildings/mandala-geometry-patterns-japan-traditional-house-5903ae39c2,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-wagasa-oil-paper-umbrella__afa338eab4,/printables/detailed-for-adults/mandala-geometry-patterns-japan-wagasa-oil-paper-umbrella-afa338eab4,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-winter-snow-at-temple__94fe883526,/printables/buildings/mandala-geometry-patterns-japan-winter-snow-at-temple-94fe883526,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-yosakoi-dance-parade__c14b6770c5,/printables/detailed-for-adults/mandala-geometry-patterns-japan-yosakoi-dance-parade-c14b6770c5,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-zen-meditation-garden__2805a58937,/printables/detailed-for-adults/mandala-geometry-patterns-japan-zen-meditation-garden-2805a58937,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japan-zen-rock-garden__73d2af5769,/printables/detailed-for-adults/mandala-geometry-patterns-japan-zen-rock-garden-73d2af5769,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-japanese-noh-theatre-mask__25f6922c47,/printables/detailed-for-adults/mandala-geometry-patterns-japanese-noh-theatre-mask-25f6922c47,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-kaleidoscope-pattern__296e89446a,/printables/detailed-for-adults/mandala-geometry-patterns-kaleidoscope-pattern-296e89446a,present,primary_subject|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-kitten__d55934587b,/printables/animals/mandala-geometry-patterns-kitten-d55934587b,present,style|seasonal|detail|audience,Coloring Pages for Kids|Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-kitten-face-patterns__1a56fa5d38,/printables/animals/mandala-geometry-patterns-kitten-face-patterns-1a56fa5d38,present,seasonal|detail|audience,Coloring Pages for Kids|Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-koi__7be28e4d68,/printables/detailed-for-adults/mandala-geometry-patterns-koi-7be28e4d68,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-koi-face-patterns__c4dfb7574b,/printables/detailed-for-adults/mandala-geometry-patterns-koi-face-patterns-c4dfb7574b,present,primary_subject|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-komodo-dragon__f13e5a9425,/printables/detailed-for-adults/mandala-geometry-patterns-komodo-dragon-f13e5a9425,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-komodo-dragon-face-patterns__238fcd60e6,/printables/detailed-for-adults/mandala-geometry-patterns-komodo-dragon-face-patterns-238fcd60e6,present,seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-ladybug__931591803f,/printables/detailed-for-adults/mandala-geometry-patterns-ladybug-931591803f,omitted,primary_subject|style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-ladybug-patterns__42d3f4011f,/printables/detailed-for-adults/mandala-geometry-patterns-ladybug-patterns-42d3f4011f,present,primary_subject|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-lion__3293b9a87b,/printables/detailed-for-adults/mandala-geometry-patterns-lion-3293b9a87b,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-lion-sitting__29672d4333,/printables/detailed-for-adults/mandala-geometry-patterns-lion-sitting-29672d4333,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-llama__1d22a26267,/printables/detailed-for-adults/mandala-geometry-patterns-llama-1d22a26267,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-llama-face-patterns__463ff75fb8,/printables/detailed-for-adults/mandala-geometry-patterns-llama-face-patterns-463ff75fb8,present,seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-llama-patterns__eb2403e53b,/printables/detailed-for-adults/mandala-geometry-patterns-llama-patterns-eb2403e53b,present,seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-lotus-mandala__807eb9a8f2,/printables/detailed-for-adults/mandala-geometry-patterns-lotus-mandala-807eb9a8f2,present,seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-moon-mandala__bba75159b5,/printables/detailed-for-adults/mandala-geometry-patterns-moon-mandala-bba75159b5,present,primary_subject|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-artists-conk__2e9f42d2f2,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-artists-conk-2e9f42d2f2,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-bay-bolete__ffc787395a,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-bay-bolete-ffc787395a,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-beech-mushroom__0a1007631f,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-beech-mushroom-0a1007631f,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-biolu-minescent-forest-scene__8c68719b84,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-biolu-minescent-forest-scene-8c68719b84,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-birch-bolete__41a71817e7,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-birch-bolete-41a71817e7,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-birch-polypore__a02dd3053c,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-birch-polypore-a02dd3053c,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-black-trumpet__170fe3ec4e,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-black-trumpet-170fe3ec4e,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-bleeding-tooth__ed4955922e,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-bleeding-tooth-ed4955922e,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-button-mushroom__cfb0e10708,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-button-mushroom-cfb0e10708,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-caesar-s-mushroom__798f03a546,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-caesar-s-mushroom-798f03a546,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-candlesnuff-fungus__1a58c9b375,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-candlesnuff-fungus-1a58c9b375,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-chanterelle__ac27765428,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-chanterelle-ac27765428,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-chicken-of-the-woods__b71162befa,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-chicken-of-the-woods-b71162befa,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-cinnamon-cap__8133e34a45,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-cinnamon-cap-8133e34a45,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-coprinus-comatus-shaggy-mane__0d580bb50c,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-coprinus-comatus-shaggy-mane-0d580bb50c,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-coral-fungus__d27a8968ec,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-coral-fungus-d27a8968ec,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-cracked-cap-boletus__dd7bd7f449,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-cracked-cap-boletus-dd7bd7f449,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-cremini__ff2a04020f,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-cremini-ff2a04020f,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-crimson-waxcap__bd99172770,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-crimson-waxcap-bd99172770,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-cup-fungus__c2383dbe9b,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-cup-fungus-c2383dbe9b,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-death-cap-amanita__7bf1062b93,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-death-cap-amanita-7bf1062b93,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-deer-mushroom__1e78159233,/printables/deer/mandala-geometry-patterns-mushroom-deer-mushroom-1e78159233,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-destroying-angel__5609e2a919,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-destroying-angel-5609e2a919,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-devil-s-cigar__63c09e86ad,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-devil-s-cigar-63c09e86ad,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-earthstar-fungus__b082cefc75,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-earthstar-fungus-b082cefc75,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-elfin-saddle__a99f940155,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-elfin-saddle-a99f940155,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-enoki__3bf9894480,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-enoki-3bf9894480,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-field-mushroom__a6515cf31e,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-field-mushroom-a6515cf31e,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-fly-agaric-amanita__d648d3c0d4,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-fly-agaric-amanita-d648d3c0d4,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-forest-fairy-ring__c4d7d96e52,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-forest-fairy-ring-c4d7d96e52,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-ghost-fungus-glowing__caa954feb8,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-ghost-fungus-glowing-caa954feb8,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-green-spored-parasol__4a3deb676b,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-green-spored-parasol-4a3deb676b,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-hedgehog-tooth__6bfabcb850,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-hedgehog-tooth-6bfabcb850,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-honey-fungus__f2c68e147f,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-honey-fungus-f2c68e147f,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-honey-fungus-cluster__e921bdcf35,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-honey-fungus-cluster-e921bdcf35,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-horn-of-plenty__d6a6ee4f69,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-horn-of-plenty-d6a6ee4f69,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-horsehair-fungus__b9ba4f9d31,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-horsehair-fungus-b9ba4f9d31,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-inky-cap__9f5935c7e0,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-inky-cap-9f5935c7e0,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-king-oyster__3c51db8847,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-king-oyster-3c51db8847,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-lactarius-deliciosus-saffron-milk-cap__b3952b8d63,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-lactarius-deliciosus-saffron-milk-cap-b3952b8d63,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-lactarius-indigo-blue-milk-cap__37b003bf76,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-lactarius-indigo-blue-milk-cap-37b003bf76,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-mushroom-leccinum-scabrum__77f92e7de7,/printables/detailed-for-adults/mandala-geometry-patterns-mushroom-leccinum-scabrum-77f92e7de7,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
